Filename,Duration
17-1.txt,63.30623388290405
17-10.txt,1.598210096359253
17-11.txt,42.04283404350281
17-12.txt,85.68242692947388
17-13.txt,90.63420391082764
17-14.txt,6.627482891082764
17-15.txt,1.5481939315795898
17-16.txt,20.334614992141724
17-17.txt,428.04444694519043
17-18.txt,53.52485203742981
17-19.txt,2.523869037628174
17-2.txt,25.247234106063843
17-20.txt,60.522724866867065
17-3.txt,0.19859814643859863
17-4.txt,7.647003889083862
17-5.txt,17.563326835632324
17-6.txt,36.94928193092346
17-7.txt,81.1873869895935
17-8.txt,65.71353387832642
17-9.txt,1.1546518802642822
hardestinworld.txt,10.650212049484253
